Country,Year,Value,Indicator,Color,Baseline,UpDown
Papua New Guinea,2019,67.5,Access to drinking water and sanitation,red,100,Up
Samoa,2019,94.5,Access to drinking water and sanitation,red,100,Up
Solomon Islands,2019,84.5,Access to drinking water and sanitation,red,100,Up
Tokelau,2019,98.5,Access to drinking water and sanitation,red,100,Up
Tonga,2019,97.5,Access to drinking water and sanitation,red,100,Up
Tuvalu,2019,100.0,Access to drinking water and sanitation,green,100,Up
Vanuatu,2019,82.5,Access to drinking water and sanitation,red,100,Up
Wallis and Futuna,2019,96.0,Access to drinking water and sanitation,red,100,Up
American Samoa,2020,77.0,Access to drinking water and sanitation,red,100,Up
Cook Islands,2020,99.5,Access to drinking water and sanitation,red,100,Up
Fiji,2020,98.5,Access to drinking water and sanitation,red,100,Up
French Polynesia,2020,98.5,Access to drinking water and sanitation,red,100,Up
Guam,2020,100.0,Access to drinking water and sanitation,green,100,Up
Kiribati,2020,71.5,Access to drinking water and sanitation,red,100,Up
Marshall Islands,2020,92.5,Access to drinking water and sanitation,red,100,Up
Micronesia (Federated States of),2020,,Access to drinking water and sanitation,gray,100,Up
Nauru,2020,100.0,Access to drinking water and sanitation,green,100,Up
New Caledonia,2020,99.5,Access to drinking water and sanitation,red,100,Up
Niue,2020,96.5,Access to drinking water and sanitation,red,100,Up
Northern Mariana Islands,2020,89.5,Access to drinking water and sanitation,red,100,Up
Palau,2020,100.0,Access to drinking water and sanitation,green,100,Up
Papua New Guinea,2020,67.5,Access to drinking water and sanitation,red,100,Up
Samoa,2020,94.5,Access to drinking water and sanitation,red,100,Up
Solomon Islands,2020,84.5,Access to drinking water and sanitation,red,100,Up
Tokelau,2020,98.5,Access to drinking water and sanitation,red,100,Up
Tonga,2020,97.5,Access to drinking water and sanitation,red,100,Up
Tuvalu,2020,100.0,Access to drinking water and sanitation,green,100,Up
Vanuatu,2020,82.5,Access to drinking water and sanitation,red,100,Up
Wallis and Futuna,2020,96.0,Access to drinking water and sanitation,red,100,Up
Fiji,1961,71.77,Access to electricity,red,100,Up
French Polynesia,1961,100.0,Access to electricity,green,100,Up
Guam,1961,99.88,Access to electricity,red,100,Up
Kiribati,1961,56.92,Access to electricity,red,100,Up
Marshall Islands,1961,68.48,Access to electricity,red,100,Up
Micronesia (Federated States of),1961,48.34,Access to electricity,red,100,Up
Nauru,1961,99.04,Access to electricity,red,100,Up
New Caledonia,1961,99.88,Access to electricity,red,100,Up
Northern Mariana Islands,1961,99.88,Access to electricity,red,100,Up
Palau,1961,96.76,Access to electricity,red,100,Up
Papua New Guinea,1961,2.16,Access to electricity,red,100,Up
Samoa,1961,81.64,Access to electricity,red,100,Up
Solomon Islands,1961,4.52,Access to electricity,red,100,Up
Tonga,1961,81.79,Access to electricity,red,100,Up
Tuvalu,1961,94.84,Access to electricity,red,100,Up
Vanuatu,1961,12.94,Access to electricity,red,100,Up
Fiji,1962,73.09,Access to electricity,red,100,Up
French Polynesia,1962,100.0,Access to electricity,green,100,Up
Guam,1962,99.91,Access to electricity,red,100,Up
Kiribati,1962,58.71,Access to electricity,red,100,Up
Marshall Islands,1962,69.96,Access to electricity,red,100,Up
Micronesia (Federated States of),1962,50.1,Access to electricity,red,100,Up
Nauru,1962,99.08,Access to electricity,red,100,Up
New Caledonia,1962,99.91,Access to electricity,red,100,Up
Northern Mariana Islands,1962,99.92,Access to electricity,red,100,Up
Palau,1962,96.9,Access to electricity,red,100,Up
Papua New Guinea,1962,4.3,Access to electricity,red,100,Up
Samoa,1962,82.42,Access to electricity,red,100,Up
Solomon Islands,1962,7.48,Access to electricity,red,100,Up
Tonga,1962,82.55,Access to electricity,red,100,Up
Tuvalu,1962,94.63,Access to electricity,red,100,Up
Vanuatu,1962,14.79,Access to electricity,red,100,Up
Fiji,1963,74.4,Access to electricity,red,100,Up
French Polynesia,1963,100.0,Access to electricity,green,100,Up
Guam,1963,99.94,Access to electricity,red,100,Up
Kiribati,1963,60.49,Access to electricity,red,100,Up
Marshall Islands,1963,71.44,Access to electricity,red,100,Up
Micronesia (Federated States of),1963,51.86,Access to electricity,red,100,Up
Nauru,1963,99.12,Access to electricity,red,100,Up
New Caledonia,1963,99.94,Access to electricity,red,100,Up
Northern Mariana Islands,1963,99.94,Access to electricity,red,100,Up
Palau,1963,97.04,Access to electricity,red,100,Up
Papua New Guinea,1963,6.43,Access to electricity,red,100,Up
Samoa,1963,80.0,Access to electricity,red,100,Up
Solomon Islands,1963,10.43,Access to electricity,red,100,Up
Tonga,1963,83.32,Access to electricity,red,100,Up
Tuvalu,1963,95.23,Access to electricity,red,100,Up
Vanuatu,1963,16.64,Access to electricity,red,100,Up
Fiji,1964,75.72,Access to electricity,red,100,Up
French Polynesia,1964,100.0,Access to electricity,green,100,Up
Guam,1964,99.97,Access to electricity,red,100,Up
Kiribati,1964,62.27,Access to electricity,red,100,Up
Marshall Islands,1964,72.92,Access to electricity,red,100,Up
Micronesia (Federated States of),1964,53.61,Access to electricity,red,100,Up
Nauru,1964,99.16,Access to electricity,red,100,Up
New Caledonia,1964,99.97,Access to electricity,red,100,Up
Northern Mariana Islands,1964,99.97,Access to electricity,red,100,Up
Palau,1964,97.17,Access to electricity,red,100,Up
Papua New Guinea,1964,7.58,Access to electricity,red,100,Up
Samoa,1964,83.99,Access to electricity,red,100,Up
Solomon Islands,1964,13.37,Access to electricity,red,100,Up
Tonga,1964,84.08,Access to electricity,red,100,Up
Tuvalu,1964,95.42,Access to electricity,red,100,Up
Vanuatu,1964,18.48,Access to electricity,red,100,Up
Fiji,1965,77.0,Access to electricity,red,100,Up
French Polynesia,1965,100.0,Access to electricity,green,100,Up
Guam,1965,100.0,Access to electricity,green,100,Up
Kiribati,1965,69.68,Access to electricity,red,100,Up
Marshall Islands,1965,74.39,Access to electricity,red,100,Up
Micronesia (Federated States of),1965,55.37,Access to electricity,red,100,Up
Nauru,1965,99.2,Access to electricity,red,100,Up
New Caledonia,1965,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1965,100.0,Access to electricity,green,100,Up
Palau,1965,97.3,Access to electricity,red,100,Up
Papua New Guinea,1965,9.88,Access to electricity,red,100,Up
Samoa,1965,84.77,Access to electricity,red,100,Up
Solomon Islands,1965,16.31,Access to electricity,red,100,Up
Tonga,1965,84.83,Access to electricity,red,100,Up
Tuvalu,1965,95.6,Access to electricity,red,100,Up
Vanuatu,1965,19.1,Access to electricity,red,100,Up
Fiji,1966,79.63,Access to electricity,red,100,Up
French Polynesia,1966,100.0,Access to electricity,green,100,Up
Guam,1966,100.0,Access to electricity,green,100,Up
Kiribati,1966,68.8,Access to electricity,red,100,Up
Marshall Islands,1966,75.86,Access to electricity,red,100,Up
Micronesia (Federated States of),1966,57.12,Access to electricity,red,100,Up
Nauru,1966,99.24,Access to electricity,red,100,Up
New Caledonia,1966,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1966,100.0,Access to electricity,green,100,Up
Palau,1966,97.44,Access to electricity,red,100,Up
Papua New Guinea,1966,12.18,Access to electricity,red,100,Up
Samoa,1966,85.54,Access to electricity,red,100,Up
Solomon Islands,1966,19.26,Access to electricity,red,100,Up
Tonga,1966,85.58,Access to electricity,red,100,Up
Tuvalu,1966,95.79,Access to electricity,red,100,Up
Vanuatu,1966,22.14,Access to electricity,red,100,Up
Fiji,1967,80.0,Access to electricity,red,100,Up
French Polynesia,1967,100.0,Access to electricity,green,100,Up
Guam,1967,100.0,Access to electricity,green,100,Up
Kiribati,1967,67.61,Access to electricity,red,100,Up
Marshall Islands,1967,77.33,Access to electricity,red,100,Up
Micronesia (Federated States of),1967,58.88,Access to electricity,red,100,Up
Nauru,1967,99.27,Access to electricity,red,100,Up
New Caledonia,1967,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1967,100.0,Access to electricity,green,100,Up
Palau,1967,97.56,Access to electricity,red,100,Up
Papua New Guinea,1967,14.47,Access to electricity,red,100,Up
Samoa,1967,86.31,Access to electricity,red,100,Up
Solomon Islands,1967,14.4,Access to electricity,red,100,Up
Tonga,1967,86.29,Access to electricity,red,100,Up
Tuvalu,1967,96.7,Access to electricity,red,100,Up
Vanuatu,1967,23.94,Access to electricity,red,100,Up
Fiji,1968,80.79,Access to electricity,red,100,Up
French Polynesia,1968,100.0,Access to electricity,green,100,Up
Guam,1968,100.0,Access to electricity,green,100,Up
Kiribati,1968,69.4,Access to electricity,red,100,Up
Marshall Islands,1968,72.3,Access to electricity,red,100,Up
Micronesia (Federated States of),1968,60.65,Access to electricity,red,100,Up
Nauru,1968,99.3,Access to electricity,red,100,Up
New Caledonia,1968,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1968,100.0,Access to electricity,green,100,Up
Palau,1968,97.69,Access to electricity,red,100,Up
Papua New Guinea,1968,16.76,Access to electricity,red,100,Up
Samoa,1968,87.08,Access to electricity,red,100,Up
Solomon Islands,1968,12.9,Access to electricity,red,100,Up
Tonga,1968,87.0,Access to electricity,red,100,Up
Tuvalu,1968,96.19,Access to electricity,red,100,Up
Vanuatu,1968,25.74,Access to electricity,red,100,Up
Fiji,1969,82.05,Access to electricity,red,100,Up
French Polynesia,1969,100.0,Access to electricity,green,100,Up
Guam,1969,100.0,Access to electricity,green,100,Up
Kiribati,1969,64.19,Access to electricity,red,100,Up
Marshall Islands,1969,80.29,Access to electricity,red,100,Up
Micronesia (Federated States of),1969,62.43,Access to electricity,red,100,Up
Nauru,1969,99.32,Access to electricity,red,100,Up
New Caledonia,1969,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1969,100.0,Access to electricity,green,100,Up
Palau,1969,97.8,Access to electricity,red,100,Up
Papua New Guinea,1969,19.05,Access to electricity,red,100,Up
Samoa,1969,87.86,Access to electricity,red,100,Up
Solomon Islands,1969,28.1,Access to electricity,red,100,Up
Tonga,1969,87.7,Access to electricity,red,100,Up
Tuvalu,1969,96.41,Access to electricity,red,100,Up
Vanuatu,1969,27.53,Access to electricity,red,100,Up
Fiji,1970,83.31,Access to electricity,red,100,Up
French Polynesia,1970,100.0,Access to electricity,green,100,Up
Guam,1970,100.0,Access to electricity,green,100,Up
Kiribati,1970,63.17,Access to electricity,red,100,Up
Marshall Islands,1970,81.78,Access to electricity,red,100,Up
Micronesia (Federated States of),1970,64.53,Access to electricity,red,100,Up
Nauru,1970,99.44,Access to electricity,red,100,Up
New Caledonia,1970,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1970,100.0,Access to electricity,green,100,Up
Palau,1970,98.17,Access to electricity,red,100,Up
Papua New Guinea,1970,12.4,Access to electricity,red,100,Up
Samoa,1970,88.58,Access to electricity,red,100,Up
Solomon Islands,1970,21.2,Access to electricity,red,100,Up
Tonga,1970,88.4,Access to electricity,red,100,Up
Tuvalu,1970,96.63,Access to electricity,red,100,Up
Vanuatu,1970,29.31,Access to electricity,red,100,Up
Fiji,1971,88.9,Access to electricity,red,100,Up
French Polynesia,1971,100.0,Access to electricity,green,100,Up
Guam,1971,100.0,Access to electricity,green,100,Up
Kiribati,1971,74.84,Access to electricity,red,100,Up
Marshall Islands,1971,89.23,Access to electricity,red,100,Up
Micronesia (Federated States of),1971,66.59,Access to electricity,red,100,Up
Nauru,1971,99.42,Access to electricity,red,100,Up
New Caledonia,1971,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1971,100.0,Access to electricity,green,100,Up
Palau,1971,98.23,Access to electricity,red,100,Up
Papua New Guinea,1971,23.64,Access to electricity,red,100,Up
Samoa,1971,89.3,Access to electricity,red,100,Up
Solomon Islands,1971,34.77,Access to electricity,red,100,Up
Tonga,1971,89.1,Access to electricity,red,100,Up
Tuvalu,1971,96.87,Access to electricity,red,100,Up
Vanuatu,1971,31.09,Access to electricity,red,100,Up
Fiji,1972,86.16,Access to electricity,red,100,Up
French Polynesia,1972,100.0,Access to electricity,green,100,Up
Guam,1972,100.0,Access to electricity,green,100,Up
Kiribati,1972,76.69,Access to electricity,red,100,Up
Marshall Islands,1972,89.92,Access to electricity,red,100,Up
Micronesia (Federated States of),1972,68.43,Access to electricity,red,100,Up
Nauru,1972,99.39,Access to electricity,red,100,Up
New Caledonia,1972,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1972,99.99,Access to electricity,red,100,Up
Palau,1972,98.28,Access to electricity,red,100,Up
Papua New Guinea,1972,25.94,Access to electricity,red,100,Up
Samoa,1972,90.02,Access to electricity,red,100,Up
Solomon Islands,1972,38.68,Access to electricity,red,100,Up
Tonga,1972,92.3,Access to electricity,red,100,Up
Tuvalu,1972,97.67,Access to electricity,red,100,Up
Vanuatu,1972,26.44,Access to electricity,red,100,Up
Fiji,1973,87.13,Access to electricity,red,100,Up
French Polynesia,1973,100.0,Access to electricity,green,100,Up
Guam,1973,100.0,Access to electricity,green,100,Up
Kiribati,1973,78.93,Access to electricity,red,100,Up
Marshall Islands,1973,90.56,Access to electricity,red,100,Up
Micronesia (Federated States of),1973,70.25,Access to electricity,red,100,Up
Nauru,1973,99.35,Access to electricity,red,100,Up
New Caledonia,1973,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1973,99.96,Access to electricity,red,100,Up
Palau,1973,98.33,Access to electricity,red,100,Up
Papua New Guinea,1973,17.2,Access to electricity,red,100,Up
Samoa,1973,90.73,Access to electricity,red,100,Up
Solomon Islands,1973,42.57,Access to electricity,red,100,Up
Tonga,1973,90.51,Access to electricity,red,100,Up
Tuvalu,1973,97.41,Access to electricity,red,100,Up
Vanuatu,1973,33.62,Access to electricity,red,100,Up
Fiji,1974,89.25,Access to electricity,red,100,Up
French Polynesia,1974,100.0,Access to electricity,green,100,Up
Guam,1974,100.0,Access to electricity,green,100,Up
Kiribati,1974,83.45,Access to electricity,red,100,Up
Marshall Islands,1974,91.2,Access to electricity,red,100,Up
Micronesia (Federated States of),1974,72.05,Access to electricity,red,100,Up
Nauru,1974,99.32,Access to electricity,red,100,Up
New Caledonia,1974,100.0,Access to electricity,green,100,Up
Northern Mariana Islands,1974,99.92,Access to electricity,red,100,Up
Palau,1974,98.37,Access to electricity,red,100,Up
Papua New Guinea,1974,19.5,Access to electricity,red,100,Up
Samoa,1974,91.44,Access to electricity,red,100,Up
Solomon Islands,1974,44.7,Access to electricity,red,100,Up
Tonga,1974,91.22,Access to electricity,red,100,Up
Tuvalu,1974,97.7,Access to electricity,red,100,Up
Vanuatu,1974,36.47,Access to electricity,red,100,Up
